,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
24,40,Howard's the,Steve,neutral,neutral,3,2,5,15,"00:06:09,660","00:06:12,329",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia3_utt2.mp4,neutral,"{'text': ' Watch the handyman!', 'segments': [{'start': 0.0, 'end': 4.0, 'text': ' Watch the handyman!'}], 'audio': {'raw': array([ 0.00092432,  0.00131781,  0.00146336, ..., -0.0005753 ,
       -0.00225647, -0.00149792], dtype=float32), 'audio_chunks': [array([ 0.00092432,  0.00131781,  0.00146336, ..., -0.0005753 ,
       -0.00225647, -0.00149792], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=169x169 at 0x37849E550>, <PIL.Image.Image image mode=RGB size=145x145 at 0x383F1BBD0>, <PIL.Image.Image image mode=RGB size=139x139 at 0x383F1A310>]}", Watch the handyman!
25,41,"Yes but too me he's just, man.",Ross,neutral,neutral,3,3,5,15,"00:06:13,414","00:06:17,250",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia3_utt3.mp4,neutral,"{'text': 'üy t bi', 'segments': [{'start': 0.0, 'end': 0.2, 'text': 'üy'}, {'start': 1.22, 'end': 3.88, 'text': ' t'}, {'start': 5.4, 'end': 7.16, 'text': ' bi'}], 'audio': {'raw': array([0.02103039, 0.01435564, 0.00565451, ..., 0.00319684, 0.0023436 ,
       0.00134274], dtype=float32), 'audio_chunks': [array([ 0.02103039,  0.01435564,  0.00565451, ..., -0.01325078,
       -0.01840659, -0.02419269], dtype=float32), array([0.11347778, 0.10087673, 0.08728645, ..., 0.00319684, 0.0023436 ,
       0.00134274], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=196x196 at 0x383EDF610>, <PIL.Image.Image image mode=RGB size=193x193 at 0x383EDF550>, <PIL.Image.Image image mode=RGB size=196x196 at 0x383EBA110>, <PIL.Image.Image image mode=RGB size=205x205 at 0x383EC7A50>]}",üy t bi
26,42,"Okay, fine, whatever. Welcome to the building.",Steve,anger,negative,3,4,5,15,"00:06:17,919","00:06:23,590",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia3_utt4.mp4,angry,"{'text': ' ...you have a loveon!! pollen choco pie', 'segments': [{'start': 0.0, 'end': 7.76, 'text': ' ...you have a loveon!!'}, {'start': 7.76, 'end': 11.92, 'text': ' pollen choco pie'}], 'audio': {'raw': array([0.01859347, 0.02048808, 0.01757373, ..., 0.0446988 , 0.0371465 ,
       0.03475143], dtype=float32), 'audio_chunks': [array([0.01859347, 0.02048808, 0.01757373, ..., 0.0446988 , 0.0371465 ,
       0.03475143], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=171x171 at 0x383EEE490>, <PIL.Image.Image image mode=RGB size=151x151 at 0x383EECED0>, <PIL.Image.Image image mode=RGB size=169x169 at 0x37849E610>, <PIL.Image.Image image mode=RGB size=148x148 at 0x37849EB90>]}", ...you have a loveon!! pollen choco pie
27,43,"Ugh, can you believe that guy!",Ross,disgust,negative,3,5,5,15,"00:06:26,177","00:06:28,178",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia3_utt5.mp4,disgust,"{'text': ' I think I should call', 'segments': [{'start': 0.0, 'end': 4.0, 'text': ' I think I should call'}], 'audio': {'raw': array([ 0.00123746,  0.00093989, -0.00034636, ...,  0.00132021,
        0.00059287,  0.00161791], dtype=float32), 'audio_chunks': [array([ 0.00123746,  0.00093989, -0.00034636, ...,  0.00132021,
        0.00059287,  0.00161791], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=164x164 at 0x383ECA210>, <PIL.Image.Image image mode=RGB size=162x162 at 0x383EE1410>, <PIL.Image.Image image mode=RGB size=184x184 at 0x383ED1290>]}", I think I should call
28,44,Yeah. I really like his glasses.,Phoebe,neutral,neutral,3,6,5,15,"00:06:28,346","00:06:30,889",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia3_utt6.mp4,neutral,"{'text': ' And they were like his glasses.', 'segments': [{'start': 0.0, 'end': 4.0, 'text': ' And they were like his glasses.'}], 'audio': {'raw': array([ 0.00044928, -0.00082783, -0.00186531, ...,  0.05824352,
        0.0238262 ,  0.0018446 ], dtype=float32), 'audio_chunks': [array([ 0.00044928, -0.00082783, -0.00186531, ...,  0.05824352,
        0.0238262 ,  0.0018446 ], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=181x181 at 0x383EFFC10>, <PIL.Image.Image image mode=RGB size=174x174 at 0x383EF7E10>, <PIL.Image.Image image mode=RGB size=177x177 at 0x383ED74D0>]}", And they were like his glasses.
29,45,Ohh!,Phoebe,surprise,positive,4,0,4,14,"00:08:42,271","00:08:43,271",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt0.mp4,surprise,"{'text': ' Hey!', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Hey!'}], 'audio': {'raw': array([-0.0020462 , -0.00407495, -0.00553437, ..., -0.00265579,
       -0.00409062, -0.00176642], dtype=float32), 'audio_chunks': [array([-0.0020462 , -0.00407495, -0.00553437, ..., -0.00265579,
       -0.00409062, -0.00176642], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=61x61 at 0x383F7BD10>]}", Hey!
30,46,What?,Monica,neutral,neutral,4,1,4,14,"0:08:43,439","0:08:43,951",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt1.mp4,neutral,"{'text': "" Yes, I can't take the baby."", 'segments': [{'start': 0.0, 'end': 3.7, 'text': "" Yes, I can't take the baby.""}], 'audio': {'raw': array([ 0.00072683,  0.00119203,  0.00111972, ..., -0.00888478,
       -0.00790028, -0.00065174], dtype=float32), 'audio_chunks': [array([ 0.00072683,  0.00119203,  0.00111972, ..., -0.00888478,
       -0.00790028, -0.00065174], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=129x129 at 0x383F7AB10>]}"," Yes, I can't take the baby."
31,47,It kicked! I think the baby kicked!,Phoebe,surprise,positive,4,2,4,14,"0:08:43,951","0:08:45,488",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt2.mp4,surprise,"{'text': ' Такой тазant обанок!', 'segments': [{'start': 0.0, 'end': 2.98, 'text': ' Такой тазant обанок!'}], 'audio': {'raw': array([-1.2599510e-05, -5.5795192e-04, -1.0274912e-03, ...,
       -1.9684221e-04, -2.5520806e-04, -6.8710797e-06], dtype=float32), 'audio_chunks': [array([-1.2599510e-05, -5.5795192e-04, -1.0274912e-03, ...,
       -1.9684221e-04, -2.5520806e-04, -6.8710797e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", Такой тазant обанок!
32,48,Oh my God!,Monica,surprise,positive,4,3,4,14,"00:08:45,608","00:08:46,900",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt3.mp4,surprise,"{'text': ' 밥 трав안..', 'segments': [{'start': 0.0, 'end': 3.22, 'text': ' 밥 трав안..'}], 'audio': {'raw': array([-0.02449326, -0.03084216, -0.02499945, ...,  0.01534478,
        0.02964596,  0.04055204], dtype=float32), 'audio_chunks': [array([-0.02449326, -0.03084216, -0.02499945, ...,  0.01534478,
        0.02964596,  0.04055204], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=137x137 at 0x383EC5C10>]}", 밥 трав안..
33,49,"Oh no wait, oh no, the elastic on my underwear busted.",Phoebe,neutral,neutral,4,4,4,14,"00:08:47,068","00:08:50,820",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt4.mp4,neutral,"{'text': ' and I heep.', 'segments': [{'start': 0.0, 'end': 5.3, 'text': ' and I heep.'}], 'audio': {'raw': array([-0.01269318, -0.01847246, -0.01629464, ..., -0.02648672,
       -0.01907793,  0.00046585], dtype=float32), 'audio_chunks': [array([-0.01269318, -0.01847246, -0.01629464, ..., -0.02648672,
       -0.01907793,  0.00046585], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=196x196 at 0x383EECB10>, <PIL.Image.Image image mode=RGB size=185x185 at 0x383EAFC90>]}", and I heep.
34,50,Oh my God! I overslept! I was supposed to be on the set a half an hour ago! I gotta get out of here!,Joey,fear,negative,4,5,4,14,"00:08:52,532","00:08:58,328",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt5.mp4,fear,"{'text': ' And his shirt is this round the center head. And then you can bend it hard.', 'segments': [{'start': 0.0, 'end': 8.8, 'text': ' And his shirt is this round the center head.'}, {'start': 8.8, 'end': 11.08, 'text': ' And then you can bend it hard.'}], 'audio': {'raw': array([ 1.9183325e-02,  3.5135180e-02,  4.2592052e-02, ...,
       -1.6973956e-04,  1.2154574e-04,  8.5106782e-05], dtype=float32), 'audio_chunks': [array([ 1.9183325e-02,  3.5135180e-02,  4.2592052e-02, ...,
       -1.6973956e-04,  1.2154574e-04,  8.5106782e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=105x105 at 0x383EC6CD0>, <PIL.Image.Image image mode=RGB size=97x97 at 0x383EF43D0>, <PIL.Image.Image image mode=RGB size=103x103 at 0x383EF6310>]}", And his shirt is this round the center head. And then you can bend it hard.
35,51,"Oh wait, Joey, you cant go like that! You stink!",Monica,disgust,negative,4,6,4,14,"00:08:58,496","00:09:00,830",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt6.mp4,disgust,"{'text': "" I don't know how could they walk through in Spain."", 'segments': [{'start': 0.0, 'end': 4.64, 'text': "" I don't know how could they walk through in Spain.""}], 'audio': {'raw': array([-3.0202433e-03, -7.4277091e-04,  4.3604551e-03, ...,
        9.6395386e-05,  5.7840836e-05, -4.5902896e-05], dtype=float32), 'audio_chunks': [array([-3.0202433e-03, -7.4277091e-04,  4.3604551e-03, ...,
        9.6395386e-05,  5.7840836e-05, -4.5902896e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=93x93 at 0x383F1B910>, <PIL.Image.Image image mode=RGB size=85x85 at 0x383F09250>]}", I don't know how could they walk through in Spain.
36,52,"Look, I know I feel asleep before I could shower and now I dont have time!",Joey,anger,negative,4,7,4,14,"00:09:00,998","00:09:03,750",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt7.mp4,angry,"{'text': "" Be scale princess holy peoples chart the earth and take us' hand, name of education."", 'segments': [{'start': 0.0, 'end': 8.0, 'text': "" Be scale princess holy peoples chart the earth and take us' hand, name of education.""}], 'audio': {'raw': array([ 0.00242864,  0.00230176,  0.00265932, ..., -0.03363793,
       -0.03535732, -0.03433812], dtype=float32), 'audio_chunks': [array([ 0.00242864,  0.00230176,  0.00265932, ..., -0.03363793,
       -0.03535732, -0.03433812], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=181x181 at 0x383EC01D0>, <PIL.Image.Image image mode=RGB size=171x171 at 0x383EF4910>]}"," Be scale princess holy peoples chart the earth and take us' hand, name of education."
37,53,"Theyre just ten blocks away, if I run, I can make it.",Joey,neutral,neutral,4,8,4,14,"00:09:03,918","00:09:06,419",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia4_utt8.mp4,neutral,"{'text': ' Aber jetzt bones noch ein bisschen, wenn Looking Back.', 'segments': [{'start': 0.44, 'end': 2.8000000000000003, 'text': ' Aber jetzt bones noch ein bisschen,'}, {'start': 2.88, 'end': 4.78, 'text': ' wenn Looking Back.'}], 'audio': {'raw': array([-0.00502876, -0.00582487, -0.00429362, ...,  0.00355181,
        0.00498206,  0.00383507], dtype=float32), 'audio_chunks': [array([-0.04511724, -0.00957522,  0.03119783, ...,  0.00355181,
        0.00498206,  0.00383507], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=188x188 at 0x383EE8510>, <PIL.Image.Image image mode=RGB size=168x168 at 0x383EF5F50>]}"," Aber jetzt bones noch ein bisschen, wenn Looking Back."
38,54,Youre coming on to the entire room!  Im Chandler.,Chandler,anger,negative,5,0,4,20,"00:14:37,960","00:14:50,179",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt0.mp4,angry,"{'text': "" Yes, I'm trying to. I'm sure. I'm sure. I'm sure."", 'segments': [{'start': 0.0, 'end': 5.0, 'text': "" Yes, I'm trying to.""}, {'start': 20.0, 'end': 21.0, 'text': "" I'm sure.""}, {'start': 21.0, 'end': 22.0, 'text': "" I'm sure.""}, {'start': 22.0, 'end': 23.0, 'text': "" I'm sure.""}], 'audio': {'raw': array([-0.00113683, -0.00119692, -0.00118655, ...,  0.00016134,
        0.00039064,  0.00085949], dtype=float32), 'audio_chunks': [array([-0.00113683, -0.00119692, -0.00118655, ...,  0.00500799,
        0.00506676,  0.00453933], dtype=float32), array([], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=128x128 at 0x383F73610>, <PIL.Image.Image image mode=RGB size=66x66 at 0x383F17FD0>, <PIL.Image.Image image mode=RGB size=52x52 at 0x383F15ED0>, <PIL.Image.Image image mode=RGB size=57x57 at 0x383EB4250>, <PIL.Image.Image image mode=RGB size=75x75 at 0x383F0E610>, <PIL.Image.Image image mode=RGB size=34x34 at 0x383F0E490>, <PIL.Image.Image image mode=RGB size=215x215 at 0x383ED71D0>]}"," Yes, I'm trying to. I'm sure. I'm sure. I'm sure."
39,55,Hi.,Chandler,neutral,neutral,5,1,4,20,"0:14:48,095","0:14:48,947",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt1.mp4,neutral,"{'text': "" Or chill. Oh, you know what you're gonna do."", 'segments': [{'start': 0.0, 'end': 1.2, 'text': ' Or chill.'}, {'start': 1.2, 'end': 4.0, 'text': "" Oh, you know what you're gonna do.""}], 'audio': {'raw': array([0.0022382 , 0.0026745 , 0.00240071, ..., 0.0045538 , 0.00537186,
       0.00394406], dtype=float32), 'audio_chunks': [array([0.0022382 , 0.0026745 , 0.00240071, ..., 0.07901198, 0.08153917,
       0.08121976], dtype=float32), array([0.07917363, 0.07773752, 0.07918217, ..., 0.0045538 , 0.00537186,
       0.00394406], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=201x201 at 0x384023E90>, <PIL.Image.Image image mode=RGB size=217x217 at 0x384023A10>]}"," Or chill. Oh, you know what you're gonna do."
40,56,Hi.,Marjorie,neutral,neutral,5,2,4,20,"0:14:48,947","0:14:50,229",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt2.mp4,neutral,"{'text': "" I don't know."", 'segments': [{'start': 0.0, 'end': 2.0, 'text': "" I don't know.""}], 'audio': {'raw': array([-0.05062879, -0.0448353 ,  0.00783099, ...,  0.00500866,
        0.00550492,  0.00345192], dtype=float32), 'audio_chunks': [array([-0.05062879, -0.0448353 ,  0.00783099, ...,  0.00500866,
        0.00550492,  0.00345192], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=216x216 at 0x383F78F90>, <PIL.Image.Image image mode=RGB size=208x208 at 0x383F7AE50>]}", I don't know.
41,57,You mind if I,Chandler,neutral,neutral,5,3,4,20,"0:14:50,347","0:14:50,769",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt3.mp4,neutral,"{'text': ' I can run a phone. Sure, please.', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' I can run a phone.'}, {'start': 1.0, 'end': 2.0, 'text': ' Sure, please.'}], 'audio': {'raw': array([ 0.01476568,  0.02686999,  0.02311553, ..., -0.00422693,
       -0.00111073,  0.00271625], dtype=float32), 'audio_chunks': [array([ 0.01476568,  0.02686999,  0.02311553, ..., -0.04765821,
       -0.04728004, -0.05410304], dtype=float32), array([-0.05943156, -0.06144167, -0.06818131, ..., -0.00422693,
       -0.00111073,  0.00271625], dtype=float32)], 'sample_rate': 32000}, 'frames': []}"," I can run a phone. Sure, please."
42,58,"No, please.",Marjorie,neutral,neutral,5,4,4,20,"0:14:50,769","0:14:52,353",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt4.mp4,neutral,"{'text': ' Job Price', 'segments': [{'start': 0.0, 'end': 1.46, 'text': ' Job Price'}], 'audio': {'raw': array([-0.02314384, -0.03988695, -0.04072297, ..., -0.00387878,
       -0.00107077,  0.00229313], dtype=float32), 'audio_chunks': [array([-2.3143843e-02, -3.9886951e-02, -4.0722974e-02, ...,
        1.4156547e-03, -7.6704111e-04, -8.7418637e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", Job Price
43,59,"So uh, what are you in for?",Chandler,neutral,neutral,5,5,4,20,"00:14:52,474","00:14:53,892",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt5.mp4,neutral,"{'text': '%..', 'segments': [{'start': 0.0, 'end': 0.96, 'text': '%.'}, {'start': 1.6, 'end': 2.2, 'text': '.'}], 'audio': {'raw': array([-5.8869570e-03, -8.0914935e-03, -6.0378499e-03, ...,
       -8.6981163e-05, -1.8562979e-04, -4.5573117e-05], dtype=float32), 'audio_chunks': [array([-0.00588696, -0.00809149, -0.00603785, ..., -0.02357436,
       -0.03110964, -0.03882619], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': []}",%..
44,60,I talk in my sleep.,Marjorie,neutral,neutral,5,6,4,20,"00:14:54,059","00:14:55,560",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt6.mp4,neutral,"{'text': ' He is the real lord', 'segments': [{'start': 0.0, 'end': 3.22, 'text': ' He is the real lord'}], 'audio': {'raw': array([-0.00023063, -0.00048465, -0.0014453 , ..., -0.0009678 ,
       -0.00227602, -0.00438102], dtype=float32), 'audio_chunks': [array([-0.00023063, -0.00048465, -0.0014453 , ..., -0.0009678 ,
       -0.00227602, -0.00438102], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", He is the real lord
45,61,"What a coincidence, I listen in my sleep.",Chandler,neutral,neutral,5,7,4,20,"00:14:54,059","00:14:57,896",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt7.mp4,neutral,"{'text': "" I'll talk on my sleep. Your clansions are a national dish."", 'segments': [{'start': 0.0, 'end': 3.0, 'text': "" I'll talk on my sleep.""}, {'start': 4.0, 'end': 7.0, 'text': ' Your clansions are a national dish.'}], 'audio': {'raw': array([-0.00023063, -0.00048465, -0.0014453 , ..., -0.00049937,
       -0.00054476, -0.00045172], dtype=float32), 'audio_chunks': [array([-0.00023063, -0.00048465, -0.0014453 , ..., -0.06209747,
       -0.05819134, -0.05441184], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=196x196 at 0x383EC7750>, <PIL.Image.Image image mode=RGB size=111x111 at 0x383EE3310>, <PIL.Image.Image image mode=RGB size=112x112 at 0x383F78950>]}", I'll talk on my sleep. Your clansions are a national dish.
46,62,So why dont you give me your number?,Joey,neutral,neutral,5,8,4,20,"00:15:00,024","00:15:02,275",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia5_utt8.mp4,neutral,"{'text': ' Okay.', 'segments': [{'start': 0.0, 'end': 1.44, 'text': ' Okay.'}], 'audio': {'raw': array([-0.00271091, -0.00383098, -0.00241681, ..., -0.03460399,
       -0.03056526, -0.02637734], dtype=float32), 'audio_chunks': [array([-0.00271091, -0.00383098, -0.00241681, ...,  0.00025565,
        0.00011593,  0.00054762], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=116x116 at 0x383EC7690>]}", Okay.
47,63,Previously on Friends.,Joey,neutral,neutral,6,0,3,16,"00:00:02,711","00:00:05,796",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia6_utt0.mp4,neutral,"{'text': ' Father, shall we finish? Father, shall we finish?', 'segments': [{'start': 0.0, 'end': 2.62, 'text': ' Father, shall we finish?'}, {'start': 2.62, 'end': 5.62, 'text': ' Father, shall we finish?'}], 'audio': {'raw': array([-0.00244705, -0.00258327, -0.00144742, ...,  0.00027539,
        0.00065084,  0.00067438], dtype=float32), 'audio_chunks': [array([-0.00244705, -0.00258327, -0.00144742, ..., -0.02515362,
       -0.02575501, -0.02452046], dtype=float32), array([-0.02191456, -0.01854781, -0.016884  , ...,  0.00027539,
        0.00065084,  0.00067438], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=30x30 at 0x383F19150>, <PIL.Image.Image image mode=RGB size=174x174 at 0x383F0AB90>, <PIL.Image.Image image mode=RGB size=165x165 at 0x383F08FD0>]}"," Father, shall we finish? Father, shall we finish?"
48,64,I dont know exactly. Its-its sorta like wrestling.,Monica,neutral,neutral,6,1,3,16,"00:03:23,661","00:03:26,246",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia6_utt1.mp4,neutral,"{'text': "" I'm a hero, I don't want me to get that chicken in my mouth."", 'segments': [{'start': 0.0, 'end': 5.0, 'text': "" I'm a hero, I don't want me to get that chicken in my mouth.""}], 'audio': {'raw': array([ 8.9090678e-04,  4.1365047e-04, -5.0078222e-04, ...,
       -2.0378679e-05,  2.0470150e-06, -3.8149803e-05], dtype=float32), 'audio_chunks': [array([ 8.9090678e-04,  4.1365047e-04, -5.0078222e-04, ...,
       -2.0378679e-05,  2.0470150e-06, -3.8149803e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': []}"," I'm a hero, I don't want me to get that chicken in my mouth."
49,65,Oh?!,Phoebe,surprise,negative,6,2,3,16,"00:03:26,456","00:03:28,707",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia6_utt2.mp4,surprise,"{'text': ' Book check ... Check, better out!', 'segments': [{'start': 0.0, 'end': 1.3800000000000001, 'text': ' Book check ...'}, {'start': 1.86, 'end': 2.7, 'text': ' Check, better out!'}], 'audio': {'raw': array([0.00810407, 0.02043716, 0.01114561, ..., 0.00092321, 0.00337257,
       0.00277179], dtype=float32), 'audio_chunks': [array([0.00810407, 0.02043716, 0.01114561, ..., 0.02099326, 0.0200408 ,
       0.01642312], dtype=float32), array([-0.0350024 , -0.03403496, -0.03282424, ...,  0.00092321,
        0.00337257,  0.00277179], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=190x190 at 0x383EFDB50>, <PIL.Image.Image image mode=RGB size=168x168 at 0x383EF79D0>]}"," Book check ... Check, better out!"
50,66,"Yeah, but without the costumes.",Monica,neutral,neutral,7,0,3,24,"00:03:26,456","00:03:28,707",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia7_utt0.mp4,neutral,"{'text': ' And... No. But without the questions.', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' And...'}, {'start': 1.0, 'end': 2.0, 'text': ' No.'}, {'start': 2.0, 'end': 4.0, 'text': ' But without the questions.'}], 'audio': {'raw': array([ 0.00018517,  0.00020448,  0.00034152, ..., -0.00365361,
       -0.00270783, -0.00064389], dtype=float32), 'audio_chunks': [array([0.00018517, 0.00020448, 0.00034152, ..., 0.00819774, 0.00654219,
       0.00559441], dtype=float32), array([ 6.5413509e-03,  7.3134704e-03,  7.4947504e-03, ...,
        3.1065606e-03,  2.4683035e-03, -9.8399549e-05], dtype=float32), array([ 4.7825801e-05,  1.6735966e-04,  1.1777594e-03, ...,
       -3.6536066e-03, -2.7078255e-03, -6.4389408e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=160x160 at 0x383F0A7D0>, <PIL.Image.Image image mode=RGB size=174x174 at 0x383F0FE10>]}", And... No. But without the questions.
